,review_text,review_score
1176427, game ever played intentionally buy dlc. 10/10 best brainwashing drill.,1
996524, well made game. definitely gets intense play end.,1
526156, interesting say least,1
5849472, ppl really love game music ' really looking ,1
4952156,- great things game - gt awesome background music gt awesome loading screen gt everything balanced gt many hackers gt p2w stuff gt good killer special abilities gt good survivor perks - ed things game - gt many bugs gt failed join game gt failed join game gt failed join game gt failed join game gt failed join game gt failed join game gt failed join game gt failed join game still highly recommend game. xd,1
2659369,two simple words... buy nothing add ,1
4559574, great. needs lot work im sure many would agree. terrible combat system bad crafting bad help. another game gone wrong.,-1
2206263, pre-ordered thief wanting amazing game dissapointed. would say game bad ' live expectations. give game 6/10 hope mod support comes game like skyrim make game much better.,1
4392298, getting game like getting augmentation dlc would equivalent neuropozyne forced throat wallet. however great gameplay captivating world fantastic soundtrack boot ' say worth arm leg. /10,1
2421464,yes glenn beck ' teaching youth hack game. minimum ' play fun game best maybe people see possible give away freedoms privacy rights. please game top anyway related computer hacking really done.,1
2427839,'recommended multiplayer beta time game first came date beast today. got red alert 2 rts fix back . eagerly waiting chance play top line machine 2015 . overall im pleased game led belive friend played 15 years ago. would still reccomend hw remastered becuse game breaking bugs fixed likely ' two days. bad part actually want play storyline game highly polished work art game breaking crashes bugs single player game redo missions count. sometimes objectives vanish led restarting mission times. 10 hours singleplayer gave 5 crashes windows single player 4 times redoing mission 5th time redo two missions. multiplayer beta works way better single player part. fact ran well wondered even called beta. hopefully singleplayer gets fixed soon becuse storyline something game known .,1
5435085,epic game must .,1
334287, great way kill time among things,1
696675,work art...10/10,1
3864050,steam killed game.....,-1
5156089,' keep review quick saying absolutely anything content game could potentially spoil experience playing game first time. game best experienced going blind expectations ' even watch trailer . say undertale one expertly crafted games ever played almost every aspect game features brilliant design choices ' ever seen game. ' let community developed around game online turn undertale everything right goes beyond.,1
3080261, good. bugged tutorial stages u.. bad gave .,-1
4904156,gay game ' supposed horror ' puzzle giving like free. otherwise would thumb .,1
6300152,one best telltale point clicks opinion. know homestar runner pick ,1
4438482,purchased game thinking looked good loved premise game survival concept. unfortunately running game tutorial screen cannot closed rendering game unplayable unless skip tutorial... great game knowing result death tried full screen boarderless window get issue. terribly unfortunate game seems interesting.,-1
4444434, start.... well one bash games. feel games least one good thing going . game things good things game... nothing keep playing. bought game part bulletproof bundle bundlestars. made game worth . rule thumb like every dollar spend game transfer 1 hour game time least . steam says put 2 hours game feel game time spent closer 1.5 hours. would make worth 9.99 price tag. leads replayability. great game replay pick something every time nope . feel could spend another second game happy. ok little bashing lets talk good stuff. gun models pretty good one different enough fit world game. textures game talked moments textures guns half bad. level design pretty straight forward albeit basic somewhat boring never really got lost question suppose go. ok... comes great parts game sake brevity touch points. first story spoilers start . pretty much portal wannabe. whole test subject evil robot overlord theme going. feel like story could done pretty cool things. maybe main character question humanity means human. fight urge follow orders got flat character course robot plot flat simple ' go anywhere. unlike portal times would go room room without real story narrative driving us forward. story falls flat go play portal instead want good laugh deeper story. spoilers end . load times bad longer would expected. confused though level changes. outside parts driving tank oh reticle seizure driving get tank pass though pointless door game load new level. level loaded get right back tank. last thing least talk difficulty game. died times give credit autosave checkpoints seem forgiving two used . one time environmental obstacles enemies killing . game way easy. dipped half health... ... final battle graphics... oh boy. another thing flat. boring noteworthy . physics super strange dead bots body parts sometimes float air. controls feel floaty good way . ok enough beating game. would say buy game plenty shooters much better. want interesting story evil robot overlord play portal. tl dr - ' buy,-1
339246, fun play friends tons hours fun killing ,1
2126865, soon load game lags wont anything play mac ,-1
2291714, bought game kinda joke saw sale. expecting much started man surprised. good game want waste sometime.,1
4130949,exellent game exellent sound track,1
3158469,one best timed 2d rpg reviving genre glory times. simplicity finest. best jewels comes small size,1
2857879,tons fun games 5 minutes great friends ,1
1248833,euclideans hate science gone far ,1
4654882, hysterical. one one turn games.,1
10194,counter strike 1.6 funny fighting game bad graphics. recommend buy game ,1
1067978,hands one best games ever played. free play friends join . dish cash upgrade vehicles friends reip benifits upgraded weapons/systems.,1
1677646,unfortunately never able get game start. launcher comes hit play says connected server nothing happens. tried resolve support team apparently given . final suggestion reload windows programs/games since program game ' problem ' realistic solution.,-1
551951, tax dollars went right .,1
844914, impression would similar myst intriguing puzzles revealed engaing story world. fact witness gorgeous 3d hub line puzzles. reward line puzzles.,-1
4537466, best anime ' ever played.,1
5568635,bought 8 unusuals 2 australiums 10/10 could donated charity,1
3667577, faithfully enduring performance gameplay hiccups final fantasy 13 port expected final fantasy 13-2 issues resolved. case fact square enix taken one step forward two steps back performance department pc port. first computer exceeds recommended specs every aspect therefore hardware issue. said frame rates stable fluctuate 25 60 fps despite square enix promising 60 fps gaming. rain rendered poorly game appears white pixelated. good news graphics settings adjustable game launcher. available settings screen settings resolution sound settings shadow resolution anti-aliasing. bad news lowering settings absolutely nothing alleviate performance issues. ' tried adjusting settings via game launcher graphics card driver avail. matter low set graphics settings frame rate unstable locked 30 fps many areas. overall final fantasy 13-2 solid console game still par pc port. thought square enix would act together since experience porting several final fantasy titles pc. shoddy performance hard ignore especially since square enix promised 60 fps gaming actually 30 fps lot closer reality. square enix taken time port game check performance issues would rather played polished game later date shoddy one earlier date. square enix fixes glaring performances problems cannot recommend game. update looked missing dlc issue apparently dlcs included game reason unlock game beaten case console version. apologize confusion previous review.,-1
3878841, game bugs,-1
5346104,five minutes life required write review yet ' bring go beyond menu'. horrid screenshots store kept flashing mind like death knew would die end. time ticking away slowly plans laid review would save community fate. created character unwillingly without warning took straight ingame died chair. warning ' facts minecraft cancer. game cancer. internet cancer. advice developer stop sharing used already heavily stained underwear.,-1
573783,... ... movie...,-1
4084652,true card game,1
3713023,best tower defence game steam 2nd favorite genre. protector series allways favorite gemcraft started flash game sites like newsground armor games kongregate took jump greenlight steam long ago. 4th gemcraft game made 3 chapter 1 stories. like tower defence reason whatsoever buy game. 8/10,1
5501834, game really really cute actually saw lot people ' like way game ' plan buying friend gifted due birthday art style cute shy bit nudity game pretty great love neko girls nude. graphics 8/10 art style cute characters designs bother due looking really freaky weird. loved way nekos drawn plot 7/10 overall plot pretty easy predictable. kind new mc either going pick childhood friend neko girl dreams. ' like 3 routes 4 characters really wish could got one neko girls route adorable plus game short really finished hour. character design 8/10 characters pretty straight forward. usual bunch dere' overall 8/10 loved game wish longer routes ,1
2996684,nice look . frustrating end reason.,-1
1487915, buy game unless really good pc handle unnecessary particle effects ' buy ' good game ' get wrong particle effects makes almost unplayable msi gtx 970 4 gb edition amd a8 8gb' ram,-1
643381, bit bored playing game wanted . tried magic engine win fast. started interesting. think 75 .,1
2283080,pretty damn fun game. enough content keep going good . get rather frustrating times still alot enjoyable moments.,1
2724686, keeps dying ' garbage ' put points agility stats ' get playing anime death simulator,1
475449,pretty fun top- hack-n-slash rpg. like lighter color pallette version diablo. diablo 3. would recommend enjoyed diablo 1 2.,1
2847636,cars soccer rockets 10/10,1
5859763, think gave best answers lt 3 love ya julia ,1
4722822, ' usually comment games honestly first game ' commented . holy potatoes weapon shop truly deserves praise. first game wonderful sound feel draws . game runs perfect pace constantly interesting. numerous refrences video game pop culture provides many funny moments game gets hooked . game definently worth money. thing think could improved would golden hammer awards also gave boost fame win award great blacksmith experience flawless would recommend game anybody ,1
3571359,big fan ac series. 4 great game. never written review game big let . run glitches overall story weak gameplay short replayability small/limited/ fun. ' 60 game. really want play wait steam sale 35 . feel like mislead advirtising ubisoft promises. first review first negative review.,-1
4590979, like lot far used play lego indiana jones though lego jurassic park around 6-8 years later ,1
5845970,alas lied . thanks aliens making never preorder game since fleeced us.,-1
4049677,overloaded tactor drifting simulator 2015 1000/10,1
1149508, math ,1
89565, game great. lots dirt turn mud neer water. even plant mushroom seeds mud hen mud soon grow mushroom grass soon mushroom biome apear. get seeds underground mushroom biome. would much better could get tacos. comments dont understand used say avatar creepy pig - . point wrighting pointless stuff make comment bigger possiable funny. going go brows terraria hate comments b play ripoff terraria starbound. sorry get mad called ripoff. going say difficulties defeating twins. strong . bye ,1
4339862, game great amount fun totally worth putting time .,1
6065827,' best game ever played u play life ,1
4790188,honestly picked sale thought want seeing bunch videos sake . tried like week later.. . ing amazing. much fun calming swear god indie game one favorite games time . sale consider true gamer dont library lying . get . . tl dr 10/10 would murder innocent drivers ,1
536503,far cry-esque reboot brit takes licking keeps ticking girl ' woman ,1
5406048,controls need aligned better cant exit menus otherwise great game ,1
1502743,' optimized windows 7 later. . straight ' work. know people get work running compatability mode using variety fixes mileage varies drastically. bought game message even least acknowledgeing problem.,-1
2727843,help ' exit game.,1
5414440,love . great flow combos beautiful world design game . except lock system personally would' liked ' great game. 10/10 play right mate,1
760603, beat maybe 6th tim couple years recommend game star wars fan new updates nice ,1
6089125,russia love russia life ,1
345655, another day office.,1
421261,excellent tactical shooter. really plan entire mission hand carful clearing areas. ai sometimes run away set ambush try flank team. would recommend ' looking slowpaced methodical shooter.,1
397467, story starts player isaac engineer sent investigate repair ishimura ship player jogging slowly rest game. isaac crew zach hammond dies kendra daniels also dies johnston chen die exit wormhole ship kellion see badly ishimura . meter detects high levels ishimura like tards decide board ship. isaac also find nicole brennan already dead . traveling ishimura kellion goes control crashes docking bay. event happens isaac zach kendra chen johnston miraculously get ship without wounds. run lounge ship whole place turns ' already hell breaks loose. isaac stands watches window crew attacked creatures chen johnston killed. isaac run unarmed go unstable elevator acquires hideously overpowered futuristic staple gun cuts enemies gory chunks seconds. later isaac meets unitologists batshit insane marker caused ship happen first place. one unitologists dr. challus mercer ing dies releases prototype/hunter kill isaac. creature pain due fact cannot die unless kill fire. follows isaac around throughout rest game finally arrives shuttle burned. isaac constantly annoyed kendra zach imaginary girlfriend nicole. eventually kendra becomes jew runs marker sell colony. fortunately pull back ship fly planet ship orbiting. isaac plants marker planet dead dead dead girlfriend told . kendra reveals isaac nicole killed time ' hallucinating marker used image control bring back planet turns isaac made giant monster wake . kendra gets eaten player kills escapes planet planet explodes isaac killed zombie girlfriend inexplicably boarded ship hallucination. entire ing thing pointless. save single soul monsters would died aids eventually one know anything happened damned ship isaac still tool whatever people tell dead alive sequel announced.,1
5374814, game wont start,-1
3368977,honestly 47 hours game kinda stopped playing great game. didnt features trailers like multiplayer dont know plans impliment realise game teased like 3 years ' made company basically dozen people. great time playing got little grindy ' multitude worse games popular. overall satisfied game.,1
2071458, game potential beginning feels quite refreshing. base match 3 system move row column clicking icon one sides causing row column shift opposite direction make room new piece. campaign missions player equips one heroes 4 unit types spells artifacts. proceed move around town town map country conquered fight town defenders eventually another hero. winning battle gives gold experience. gold used replace dead units unlock new units spells artifacts. combat consists two players taking turns match 3 puzzle. ai good matching 3 usually severely handicapped poor army compositions. units color power counter gets filled tiles color matched. matching colors unit use gives mana used pay spells. core game something could pretty good rather repetitive fails interesting due unfair campaign hard lose extremely grindy variations main match 3 mechanic getting upgrades progressing every kingdom bloody minded focus puzzle part rather warfare part.,-1
6409321,terrible pay win money grab game. ' bad. claims star trek could universe plastered ove gameplay would different. squandered great ip terrible game. away team missions terrible ground combat quite bad. ' also fighitng ' ' much content . like classic rpg like baldurs gate various choices npc conversations star trek ' combat activating devices admiral crew . space ship interaction crew anything like crew another button press activate ability like wow.,-1
100966,buy game way better minecraft,1
1804844,awesome graphics ,1
333317, ' think anyone actually plays game anything dosh.,1
6167911,great game looking people play join group alien swarm resurrection,1
5423708, broke arm 5 hours release... watch cry. world sick sense humor.,1
6405649,star trek online played game outside steam years starting somewhere 2011-2012 dont mind gameplay purely review game. lets start positive compared games sto great job. trekkies love game probably little less dont. plenty ships weapons custimizations grinding dil doesnt go fast tho conversion limits buy virtually anything. game huge many planets asteroids squadrons waiting ambush game mostly pve ground ans space combat. pvp great faster ships good mode even ground space fights. levelling rewarding every levels able get new ship better weapons dropped also plenty vendors planets even play roulette dabo less positive quests arent really explained well take hours complete quests. max rank isnt much 3 4 quests dill farming. recommend game get max rank get bored consider retirement fancy planet sun always shines.,1
5838684, game f awsome,1
155859,' waste time one alien/predator fans. else feel poorly executed. cool ideas end day ideas ' redeem uninspired story buggy/repetitive gameplay. manage make game featuring aliens predators boring ,-1
571824, know lot people really experienced deep feelings game ' even read even teared ending. ' really say . appreciate artistry involved making game like would still recommend certain people least ' really feel going . maybe story open-ended subject interpretation maybe presented disjointed way ' know. ' help feeling bit disappointed game. guess expectations bit high.,1
2971997,' always loved gauntlet series especially n64 game newest version gauntlet truely horrible disaster. game incredibly short cheaply made alot copy paste measely 12 levels give . game literally storyline mysterious voice captured beginning forces fight levels . end appears used get shards sword never explained anything says must final test. final test. proceeds attack . battle easier levels short. get little bit dialogue total three pictures literal non-moving pictures ending. ' say really wanna play pathetic game wait til goes sale 0.50 ' free weekend prolly beat two hours . also one character worth playing valkryie incredibly unbalanced players. creators game never need make another game would like money back. also would like kick balls ruining one favorite games.,-1
935918,firstly inspires optimism know sega still knows make aaa stuff videogamey. secondly burning rangers stage. step hawd good gawd,1
4048813, wierd glitches really fun.,1
927229,' bother. ' going spend time trying connect friends playing . time looking answers ' given. worth till ' stable.,-1
3549524, enjoyed although far quick. puzzles fun even challenging levels confusing exactlly start.,1
147251,disgustingly addictive fun. one best think ive ever played. 10/10,1
116270,still good,1
3289307,best loading simulator 2015 11/10 would pay another 60 .,1
5103744, trouble syncing 360 controller keyboard controls abysmal. otherwise good game.,-1
1177568, sellout filthy rat jew overkill ,-1
4898042, find funny reviews say ' good game inbetween. yet 70+ hours. played little fallout 4 made upset. fallout ' supposed forced streamlined main story. played new vegas first time last year. spent 60 hours . yes nv main story cared. ' value stupid spouse whiney child fallout 4. found annoying needy especially child cried . excited roam common wealth much mojave... low level ' squat without main missions. oh yeah skill tree/level system basically god building process. wanna talk ' mojave.,-1
853035,surprisingly good far. ' platformer generally hate ' still managing stick . usual platformer instadeath hidden traps zombies shadows make kind interesting although story pretty cliche zombie apocalypse stuff lot - subtle homages writing bit meh points still pretty atmospheric involving. well worth current lt 4 price think,1
1888546,enjoyable good atmos. got special 80 something like . price game value money.,1
5864152,extremely buggy crashes frequent. havent even gotten intro,-1
2217562,first game best played friends. ' play good friends. play friends ' really care . assure hate untill end time play game together. second. get make dogs. 10/10,1
5319659,beautifully put together extremely captivating game. ' stop playing first time tried ,1
1820794,space+ ninjas. nuff said.,1
1549121, best free play horror game seen far,1
2725169,1st time playthrough - dies bandits 2nd time playthrough - survives civil war gets poisoned. 3rd time playthrough - masters lumen conquers half land. still gets poisoned. best death chocolate simulator. 10/10,1
4103620,thise game cool realy recommanded,1
3023449, really love game like borderlands bugs problems begining. makes tps really stand story. best story borderlands ' ever played. downside mini-bosses ' respawn use vending machines grinder get legendaries. really hope holodome really fun experience fixes problem non-respawnable mini-bosses. first dlc handsome jack 10/10 really enjoyed alot. borderlands best series ' ever played ,1
5376357,seriously good game 1000000000000/10 would reccomend ,1
5273859, enjoyed classic atari acrade games subsequent 2600 console cartridge games ' love collection. carries lot nostalgia brings back lot great memories. works perfect steam controller xbox 360 controller. nice customization options hood. hopefully publishers like midway capcom techmo taito activision follow suit release classic arcade console collections similar manner. note overall ' found games collection work better steam controller xbox 360 controller.,1
5625716,cool game.,1
4311167, bought ac2 time bought ac1 thought sequel better hated first game. found game sequel true predesessor. good graphics bad sorry unforgivibly bad voice acting tempar . top sign uplay bull ends lagging everything never wants turn . open system tray end process get shut . screw uplay. really wish ' spent money game.,-1
6232495, control scheme game felt really clunky weird point made game unenjoyable.,-1
5592172,' get past loading screen. updated drivers including dx. steamoverlay without av . matter. reviews learned work non-american keyboards. zero documentation readme give error message. ' like review actual game everything avoid get far.,-1
95470,' nice.,1
3446426,awesome godfather fps,1
751529, bought doom amp doom 2. worth . even going play doom 3. doom doom 2 gr8. 8/8,1
180382,arma 3 simply best tactical shooter available general public time. 9.5/10 want realistic virtual platform practise test real-world military tactics one. plug trackir oculus rift ' soon working harder life move squad 20m deeper heavily defended enemy town whilst attached armed personell carriers volley suppressive fire elevated position stationed 1 km south. need apc' prioritize fire onto enemy weapons squad ' pinning issue order comply. less serious note want great multiplayer combined-arms experience feels less gamey generic fps also satisfy . want fast-paced urban-combat experience real skill rewarded spray pray punished . reality arma somewhat difficult compare anything else available nothing else level detail arma comes weapon models ballistics wounding systems arma memory locations major bone human body means break lower arm bone upper arm bone lower leg bone e..c. ai material penetration walls stop large rounds maps pretty huge. 270km squared bigger lot real-world cities often skilled pilot get squad combat area using terrain cover avoid lockon enemy aa missiles difference win loss. arma actually even video game many sense. ' realistic training tool played game. teamplay. nothing like . struggle together die alone. level danger lethality arma series always promoted teamwork cooperation leading incredibly satisfying experiences friends sometimes total strangers overcome staggering odds. combat medic drags wounded teammate open killzone. ' taking fire. wounded man remembers give contact report - saw muzzle flash enemy weapon 0.2 seconds went knows use muzzle velocity calculate distance building two-hundred--fifty-meters north. first floor. radio goes silent. passed combination blood loss shock. realise passed man teamleader assume command ordering machinegunner grenadier direct heavy fires first floor windows smoke grenades front enemy position suppress reduce accuracy enemy shooter keeping medic catching 2 lethal 7.62 rounds torso. enemy shooter determined smart. ' moved back room firing sliver window. knows machinegunner ' know exactly . fire still coming . enemy shooter hits window rim round deflects way target. next shot interrupted hail incoming rounds teams machinegunner blind-fire still kills ducking moment shooter back target. aims shook 40mm grenade exploding exterior building knows high explosive ' getting concrete wall enemy medic prize target. weapon raises... medic 25 meters cover might well mile. dragging 90kg man along combined total 50kg weapons equipment slowing movement substantially. know medic goes ' game . team scramble treat two men become combat-ineffective surrounded killed construction site. know ' go help first rule infantry combat use cover ' get shot - last thing team needs two men wounded instead one. know machinegunner ' exact target amount fire ' putting ' lucky hit anything. know 40mm high explosive grenades ' penetrate concrete walls... seems like medic go soon. surely enemy machinegunner deploy deliver grazing fire across field matter seconds cutting everything two meters long long way including medic. lean blindly fire north feeling back mind mission soon fail. unless... suddenly hear single shot rifle. sounds different machinegun fire crackling past 10 seconds. second shot moment later. looking left shoulder see trail smoke disappating around tree 30 meters behind position. smoke business end rifle teams designated marksman. enemy marksman neutralized north building first floor. enemy machinegunner neutralized west corner building says radio. enemy fire starts coming north-west sporadic innacurate enemy squad trying keep pinned whilst reorganizes lost long range volume-fire capabilities rounds deflected wind ' landing way target. calculate delay impact report ' 600 meters . marksman reports radio engaging enemy rifleman. 550 meters north-north-west'. smile watching medic treat teamleader cover. marksman radio soon feel... another amazing thing arma 3 versatility load almost scenario imaginable jump right - ' reason militaries world use software development house train real-world troops. level support developers also unparallelled. time review ' 2 years release date release 2nd 3 major updates add massive value game free. 500 000 euro' prize money people develop best content arma 3 yes. great content . years campaigns multiplayer gamemodes thousands kilometers official community terrains. short ' best realistic military simulator gamemodes could imagine 1000 square kilometers map run swim drive fly strategize around . interest studies military procedures tactics urging test mettle arma 3 place . even know real-world soldiers train friends arma platform. .,1
5719111, ' game really wondering. visual novel sucks. characters stupid writing terrible. people contributed money via kickstarter support developers wasted money big time ,-1
3700982,' got guns ' got anime ' garbage pretty much need game,1
49017,never much fun insulting -rex' mother best impersonation duke nukem. 10/10 would shoot dinos .,1
3948686, simple tower defense game. pretty cute style ... name hoping drive paper tank.,-1
1201612,cool music really hard lot fun ,1
2681938,super fun new things challenges discover time great replay value,1
500841,highly underated game enjoying gta,1
1836837, get space ninja elemental powers. said one favorite games. get lot items without paying anything ' patient know trade.,1
4979720,7.4 hours spent game. 7.4 hours could gone grandmother' funeral. could caught sleep missed playing garry' mod 72 hours straight could got tumor removed. could saved failing marriage. could sent flowers secretary lover. could child came home bullied. instead played sakura clicker. end. worth see dem boobiez ,1
304662,michelle hack' pool. 10/10 update knocked hotdog vendor' cart killed front cop. justice,1
4144665, favortie game highly recommed fun ,1
4539550, fun game lots variety enjoyment ' beet steep price tag think definitely worth wait come sale point. otherwise ' really fun little game ,1
94905,great game police.,1
2336393, demo game came played especially music level version black betty adds kazoos racked three hours demo alone pretty excited started playing full game. played first version origins know mean say game slap happy'. whole thing feels like one cartoons makes think animators lsd. colors pop screen could help smile even screech delight slapped kicked whacked living daylights enemies actually fun outlandish main characters ' really something game takes wth factor origins turns eleven expect surprised delighted every. single. level ' small things make game fun way venus flytrap sounds like music box winding frogs mumble chords ride valkeries plummet towards hero. game truely delight however experience somewhat soured inaccuracy murphy character wiiu version makes levels somewhat fustrating using gamepad ease fustration somewhat however. game gets 9.5 10 8 10 cannot stand u-play.,1
6415601, -kicking -whooping -shooting assplosion else want ,1
5054042,brilliant game missed 20 years ,1
32775,great game really enjoying ' played far. good story line easy fun get distracted many side quests available throughout. would recommend fans rpg games ,1
1180476,great non-violent game censores though ugh,1
4806472,assassins creed meets peaky blinders. 4 hours game initial impression best assassins creed quite . well done ubisoft,1
5757283,simple artistic graphics puzzles tend either easy figure difficult execute vise versa. also deaths seem somehow graphic games actually show gore.,1
4325832, craped pants,1
4077585,great,1
1495284,pretty good game youll spend like 15 minutes every time get play . price 2 bucks got r8 7/8,1
2108751,deus ex human revolution- directors cut aka deus ex human revolution- sorry messed cut still good anyway,1
312565, roman ' wanna go bowling ,1
6383305, game ' much graphics department really ' need . gameplay fun . hilarious time outmatch opponent. quick pick play rounds quite intense two good players ,1
5754043,makes arachnophobia much better ya u get dis gem dis top notch,1
2095652, one line transistor jazz. coming player play first hit supergiant games. got copy bastion right transistor' release much like device game takes title game absorbs world - designs woven really well deliver much satisfaction indie hit art style superb - city cloudbank introduced mix vibrant colors sorts forms immediate sense city busy alive. sense immediately taken away proceed plot. colors washed grays forms reduce blocks - lifeless desolate. music excellent. jazz silk - although would probably point trip-hop anything else. ' hypnotic say least. ' drug inducing heaviness dreaminess sets aback contrasted fast paced combat game dishes . game mechanics tight. transistor plunges mix active turn-based type combat. turn transistor' version bullet time tactical pause traditional sense role-playing. enemies suspended freeze time players plan next set moves mixing movement evasion amp flanking offense defense utility. encounters get overwhelming progress game mastery turn best friend. outside combat transistor offers simple customization interface load active skills skill upgrades passive skills. ' interesting skill base transistor even small list skills skills serve different effects three aspects make tons experimentation trial. players hone combat mastery via backdoor several challenges practice arena made available game progresses. left story - without spoilers plot basically plot-gone-wrong story line. cloudbanks riddled terminals files player work order piece story. interesting feature game story telling part narrative tucked combat system. experiment combat narrative information available. say miss scheme things ' experimental type. game really something cannot avoid. said though think ' part lot say story floating ambiguity. lot ' open interpretation - much combat open lot approaches. currently second run game say ' something hard drop. money' worth guaranteed one.,1
1142883, game awesome,-1
4579728,one best games ever played. go buy next 2 games . like fact get play batman . combat really sweet.,1
2718610, good health vocal chords probably,1
2252445,valve needs fix hacking game overall fun. much better global offensive brands.,1
3443204,cute little 3d graphics. artwork clean. sounds work intended purpose. music exciting amp fits bill. ducking behind cover sit open ' thing. ' smooth operator casual space strategy amp resource management.,1
2943001, good atb rpg. music fantastic. gameplay rock solid vein paper mario south park. difficult rewards excellent strategy. visuals absolutely beautiful wonderfully done watercolor aesthetic. +,1
1971533,fun pass time bored gets little repetative though.,1
1243300, many random things want kill loss progress death makes game really annoying. atleast ...,-1
4130139, love game much ' life. keep coming back amazing visuals story. community nice stunning fanarts cosplays also participate . time travel difficult concept create game perfectly every choice affecting play two heartbreaking endings difficult decide upon. lovely character developement gameplay choices visuals storyline dontnod truly created masterpiece perfectly job set . life strange 2 blow away ' wait.,1
4447548, villain need hug award 2016 thumbs agree,1
103789,' like minecraft game. buy unless eye-strain vast lost swathes time desired.,1
969185,kept blowing . . always addictive enough keep coming back .,1
6159867,took us 8 hours finish coop mate 10/10,1
493346,well ' really love give game fair try unfortunately ' experiencing fairly major bug limits play wolfenstein. everytime try walk piece character' model pops front screen making impossibile see. looked around forums glitch fix sites best ability others problem fix find actually works. might great game ' crapshoot whether works. sorry say .,-1
753968,sorry long review ' rundown. overall 6/10 second worst game ac4. story 6/10 poorest series excluding ac1. non-player characters 9/10 strong. player character 3/10 disinteresting little customisability. gameplay 8/10 liked game engine perfected ac4. setting 3/10 cities dull frontier really interesting. time period one boring ' american. missions 4/10 often tedious exciting. soundtrack 7/10 outstanding nice like ac games. lengthy review ' played assassin' creed series since begun gaming brotherhood. completing brotherhood 8 times capping multiplayer worked way completing revelations first game second game. first game suppose poor lead great things ezio trilogy. ac3 announced really ' fussed . originally personally like games set older time periods although still considered getting game price gone somewhat. friends said dissuaded interested series much . ac4 black flag announced hoped would appealing indeed completing wonderful game felt sense incomplete considered maybe game ' bad thought. recently game sale girlfriend owned ac4 far bought cheap. apparently played later learned ' actually completed said great game. wanted see going cheap bought thing. loved first actually people complain whole tutorial part game really think haytham much interesting character anybody else game. intelligent cunning ruthless. everything want templar right unfortunately playing open world properly allowed haytham soon enough ' placed shoes kid playing hide seek. cutscenes village burnt interesting thought plot would restored . suppose. plot ' really -- bad ' interesting best times. connor becomes assassin short duration time really extremely tedious. stopped playing two days returning. like every ac game characters historically modern times strong entertaining. ac3 exception. especially templars show . well connor exception. lacks humour ezio edward redeeming characteristics. assassinations templars unfortuantely boring exciting. death final de facto boss really quite stupid ' meaningful expected hoped. think says something one exciting parts game tea party. people seem saying controls game clunky'. disagree first time ' played ac game platform. folks say ' glitchy compared revelations brand new unity ' glitchy experiences. favourite part game homestead missions. always liked building villages little ios games enjoyed added bonus meeting characters lived interesting immersive activites . trading system accompanies homestead frustrating ' much harder time making money games. game almost seems many side missions brotherhood really ' bothered seem similar. captured forts mostly identical unlike ones ac4 exciting rewarding. little rewarding besides homestead. towards end game ' really bothered anymore pushed liked modern parts game lot wanted see end. unfortunately disappointed many people honest expecting really. ' bad people say. recommend game american probably love game. folks like history usually especially guys. gameplay makes poor story gameplay wasted connor missions. think ' worth getting game ' sale played rest series trying play order. ' think skip like ' still good game concludes desmond' story nicely. also hms jersey ugliest ship ever sailed. c ,1
4382631,'. ' understand. ' dead last 35 years. today day live. one best games ' played years.,1
1163924,one best games ever made npc police players offline sometimes stupid f k tho 9/10,1
1773962,although game short ' worth low asking price especially sale. two levels keep occupied hour especially decide go awardments. even ' play think game worth asking price. probably already know whether like description screenshots go ahead make decision. ' fence reccomend unless another game ' much rather .,1
4617758,'.,-1
3526156,first effort put game. graphics ugly enough fulfill function. gameplay ' centered battle remaind rts. diplomacy ' broken. spies superspies capable bankrupting entire factions without sweat. said game works. ' incredible always feel menace everywhere tension always look agressions aliens enemies allies... till realised ' downloaded also free expansion eclipse nashira'... suddenly night comes come stronger aliens new high-tech alien race oblirate everything. would buy .,1
3665032, game wont even let start playing ,-1
1491916,honestly best fps ive played . game takes skill new level.,1
3539178,metal gear solid always known genre one confusing storylines date. latest chapter story disappoint brings fresh perspective metal gear franchise. changed linear gameplay previous versions favors episodic open world design. missions completed various orders side missions always plentiful. aside main story side missions also construct base even infiltrate rival bases. many aspects game enjoy discover single player mode online play fun. multiplayer shooters expect frustration game good job keeping combat fun interesting. ever played metal gear solid past know konami puts good product ' ventured world mgs definitely good starting point.,1
4893687,big thinkers another obscure title humongous games except game one sequal making slightly expanded fatty bear game. straight educational game include point click areas objects react come life like traditional humongous game. main protagnogists two shape shifting siblings named ben amp becky brightly live colorful house almost equivelent pee-wee' playhouse minus living furniture. ben amp becky like wonder twins superfriends series character designs straight archie comic. humongous games would adventure element game however series mini games goal collecting smart stars look like stars used mario bros. universe. purpose stars unlocking space mini game requires tons stars play. game overall ' bad personal favorite comparison humongous games abundance mini games far complete lost. since aimed towards kindergarten level audience intended age group age 6. may make good gift idea someone kid currently entering kindergarten.,1
